text,label
while the bounteous fight sequences have verve and style the rest of the film does not,0
ashley judd seems to go out of her way to find holeriddled womeninperil bthrillers its as if shes doing everything in her power not to be taken seriously as an actress,0
from a dramatic standpoint the film is equally effective in the way that it includes the expected pulpy thrills and weirdo humor but also some unexpectedly affecting dramatic moments,1
nothing like an old friend to save a lackluster summer movie season especially if that friend is the dependable man of steel,1
every generation of trickortreaters deserves its monster mash,1
if mary magdalene emerges less transcendent and spiritually satisfying than it ought to be its because of director garth davis tendency to favour plodding biopic literalness over ascetic restraint,0
seagal is a thick clunky object and theres little pizzazz in his martialarts moves,0
what i enjoyed was the way the film summons up the pure obsessive passion that chess stirs in some people,1
writerdirector sophie goodhart who based the film on her palme dornominated short has crafted three cleverly flawed and dimensional lead characters all vividly brought to life by their astute players,1
both fresh and familiar entertaining and uplifting enough in its own right even if it doesnt quite measure up to its predecessors,1
the ending is predictably lovely but it might have been lovelier still if wed got there faster,1
though sharpays fabulous adventure doesnt have the same verve or originality of the hsm movies its still solidpink entertainment that should delight the target audience,0
that understanding of how to scare an audience shouldnt be so rare the tools of suspense on display here arent exactly secrets still its surprising to see them used so effectively,1
silicon valley story of good versus evilsort of,0
a tensionfree struggle for answers,0
frost seems a bit forlorn without his usual sidekick simon pegg but theres lively support from chris odowd olivia colman ian mcshane and rory kinnear,1
right from the first frame the urgency rarely wanes as lee juggles fireworks firearms and feminism,1
its a misleadingly foreboding cheaply scary and remarkably stupid thriller,0
the plot is only serviceable but it perfectly serves its main function an excuse to string together a series of ultracool fight and chase sequences,1
the film is an interesting parable of what happens when patriotism and integrity collide the questions are as relevant today as they were half a century ago,1
the best documentary about militarism and americas political reach that ive seen just edging out the vietnam documentary winter soldier,1
with its hairpulling arsebaring and soulselling its often very funny and is certainly welcome respite from more saccharine takes on the subject matter,1
dont go has a pleasingly macabre atmosphere but its thin plot evaporates late on like steam from a waning kettle,0
zucker abrahams and zucker present a narrative that is hopelessly convoluted but that of course is exactly their intention as they pile joke upon joke filling their film with inventive sight gags,1
the leads have no chemistry the supporting cast of carnies and eccentrics is bland the staging is dull not a single gag lands and justin and galaxys one gettoknowyou conversation is never heard because its buried in a road trip music montage,0
viewing the incredibles one night and spongebob the next is like spending a weekend in paris before your visit to fallujah,0
judging by the talents she displays in this action drama pam grier might yet emerge as the first black female superstar in todays market,1
the middle minutesoffer some of the most intense moviegoing of the year too bad the bookends are complete nonsense,0
phil lord and christopher miller irreverently deconstruct the state of the modern blockbuster and deliver a smarter more satisfying experience in its place emerging with a fresh franchise for others to build upon,1
a psychological thriller elegantly filmed with a dream location worthy of a romantic comedy and good performances but collapses when the script takes to the ground of the ridiculous full review in spanish,0
as talented as they may be physically bracey and ramirez are no onscreen match for reeves and swayze and the plot and dialogue arent helping,0
the gallows is not going to win any prizes for originality any film that tries to revive this technique needs a clever story or unusual filmmaking ingenuity to stand out from the crowd the gallows has neither,0
secret window had me for the first twothirds of the film but it falls apart into typical stephen kingisms in the last third,0
the director makes a rare appearance in front of his camera and stands out among a starstudded ensemble,1
blake and nobody meander through a wilderness as shrubby and nondescript as a s b horror movie all to the accompaniment of an echoey neil young guitar score that sounds like something wayne campbell made up in his basement,0
one of the most ingenious movies of recent memory and also the funniest,1
for romance junkies the film checks all the boxes,1
theres not much to this movie just stunning outdoor locations a soulful rygh performance and some raw swordandsorcery action thats more than enough,1
while the performances are strong especially from graham and strong this cop drama is saddled with derivative plot points that maybe it would have been best if the writer added more complexity to avoid predictability,0
frisco kid remains a series of set pieces however and not a cohesive film,0
all in all this twerpy little movie is one of the most entertaining pictures to be released so far this year,1
the ride is occasionally fun because of the utter heartlessness of it all,1
the machines are mindless yes but there are enough pyrotechnics and heavy artillery to feel like armageddon squared and when the story starts to crumble around bale worthington is there to pick up the pieces,1
tepid pace hobbles split,0
journey to the center of the broth,1
rowling has fallen into the bridging trap giving us a sequel that mostly spins its wheels setting up the next installment and while shes weaving hinted bits of dumbledores past into this worlds present it is beginning to feel all too familiar,0
this is winkandnod fantasy with no overtures to anything more significant,1
really captures the culture of a newsroom the stale coffee the staleer jokes but the passionate curiosity that drives them all,1
when wellmeaning trudie styler founder of rainforest foundation and stings wife comes on even farjardos convictions and berlingers early scenes about native culture and ancestry get swept up amidst hubristic hubbub,0
snatched is the kind of movie that makes longhaul flights whizz by its heroines are dumber than they should be and smarter than they know,1
alas lee would have benefited by showing more lust and less caution,0
the atlonglast meeting of chaplin and keaton makes this a must,1
nyongo is the main reason to see abe forsythes patchy film an attempt to do shaun of the dead with added children,1
a film that never quite clicks tonally and doesnt do justice to its harrowing central story,0
johnson is more than capable of carrying a modernday die hard but great popcorn cinema isnt ever about one actors likability,0
its asptastic,0
it struggles to fill the big screen either emotionally or visually and after a while harrelsons sayitasitis persona becomes irritating,0
makes the mistake of anthropomorphizing its subjects and substitutes pallid whimsy for reportage,0
great actors can at times elevate soso material,1
the blech effect spends its time throwing a lackluster pity party instead of offering any substantive insight into its subjects career,0
in exploring the genesis of iconic female superhero wonder woman writerdirector angela robinson has crafted a film that is as empowering as it is entertaining,1
the witch draws you in so well that you wont realize its creators have been broadcasting exactly where theyre taking you,1
as gory as the scenes of torture and selfmutilation may be they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting,1
proves what a naturally charismatic and talented lead will smith makes but as an actionthriller its unimpressive with some questionable cgi,0
mixing themes of old age family support independence loneliness and more into a pot already more than half full with a crime caper doesnt allow room for much of it to breathe,0
woody harrelson surrenders fully to whatever traits have been defined on the page never simply reading the scripted lines,1
sometimes you just go to the movie theater to be entertained,1
the movies not that good but if rachel nichols wants to babysit me im ready to be years old again,0
this is a happy movie and leaves a long lingering warm glow,1
the movie advances the art of animation without seeming to try,1
in the end its not a movie of character but plot its excitement is waiting for the next elaborate move and waiting to see how it plays out,1
after an uncertain start murder hits and generally sustains a higher plateau with bullocks memorable first interrogation of gosling,1
ravenous could have turned out to be much more than what it ended up becoming but thanks to an inability to take advantage of its creepy premise all we get is a monotonous forgettable and worst of all boring horror film,0
uneven and perhaps a little too tidy as it aims to promote one mans extraordinary spirit it is john hawkes and helen hunt however who are most worth seeing,1
starved for whipsmart dialogue and characters who dont behave as though theyve just stepped out of a cartoon holofceners latest is guaranteed to please give it a look,1
it may be some kind of catharsis for the target audience but all others are warned to venture forth at their own risk,0
boldly and magnificently strange there will be blood marks a significant departure in the work of paul thomas anderson,1
ultimately it is mainly the electrifying performances that kechiche presumably elicited from seydoux and exarchopoulos that make blue is the warmest color a memorable film however flawed,1
a promising picture turns into gibberish shame,0
in adapting reporter kurt eichenwalds nonfiction account of mark e whitacre the corporate corn husker turned federal snitch soderbergh has given this incredible story exactly the amount of insanity it deserves,1
long weekend is an uneven thriller from the australian outback that does have its amusing points,0
a mans bipolar disorder is supposed to give license to implausible and contrived histrionics,0
bizarre can be good when its done deftly in this case however its done ponderously and sententiously,0
a documentary about the national lampoon does its best to capture the glory days,1
alas the only thing that camp cold brook has that even vaguely suggests dantes influence are a couple of mild injokes calling back to his filmography instead what we have here is a sososupernatural thriller,0
parsons memory deserves a better movie than this,0
the complex but lucid script and hagen bogndanskis sombre noir camerawork serve not only to establish a brooding atmosphere of fear doubt and suspicion but to create a suspenseful thriller of political and moral relevance,1
moments of astonishing greatness followed by yawninducing romance,1
fewer incendiary incidents and a red pencil applied to the script might have freed the good movie thats buried somewhere beneath layers of unearned emotional conflict,0
to have and have not was director howard hawks wartime adventure masterpiece a minor film classic loosely based upon part of ernest hemingways novel of the same name jules furthman and william faulkner partnered their talents,1
the main thing that makes it watchable are the performances of jennifer aniston jay mohr and kevin bacon the three make an interesting romantic triangle despite numerous plot problems such as the story is basically unbelievable,0
whether this is the worst robin hood movie ever made is up for debate but its certainly all kinds of terrible from the lazy writing to the crummy confusing action scenes,0
the crimes of grindelwald is far from a perfect adventure but its pleasures are no less potent than those of its fellows,1
this form of selfconscious action filmmaking is smeared over both stallone and russell they mug mercilessly none too well and of course they rely on plenty of bang and firepower to disguise a sour and often nasty script,0
supporting performances aside the human stain leaves little impression,0
the result neither portrays the suffering of baharis incarceration adequately nor lampoons the absurdities of the situation,0
although hector goes to places that are actually on a map in reality each trip is a journey to clicheland where stereotypical characters do stereotypical things for hectors observation excitement and sometimes disappointment,0
a slowpaced quirky comedy,1
director robert redford takes a linear nononsense approach in recreating the political and legal controversy surrounding the military trial of mary surrattthe result is a compelling historical drama with resonance in the here and now,1
beresford draws the best from a fine cast only when he tries to up the thrill quotient near the end are the contrivances of akiva goldsmans debut script revealed like cracks in the smooth surface of a frozen lake,0
quietly mesmerizing and emotionally satisfying,1
contrary to the lessons we learned in werner herzogs grizzly man large bears will not always eat irritating hippie manchildren damn shame,0
one long productplacing nonspeakingcameopacked infomercial,0
frankly it seems like the story took a backseat in favour of the visuals coming across as a loosely related series of song and dance numbers that work better separately than in the context of the film,0
the beguiled is a film that slowly honors its name with a good cast good performances and wise direction by sofia coppola creating a story that captivates us with subtle ingenuity and good manufacturing full review in spanish,1
the end credits songs beautifully delivered fullthrottle emotional bombast only serves as a dismaying reminder of how much the film otherwise lacks any similar passion and soul,0
the world of cloudy with a chance of meatballs is a cleverlyconceived one the design of the film is engaging on all levels and the voice cast is great its the story that fails to engage beyond the glittering surface,0
basinger and bridges keep things hopping,1
the best movie heroine in years,1
its probably not better than the first movie but ill predict those who found the second one lacking will applaud the return to form,1
one of the better hammer films,1
writerdirector m night shyamalans once glorious reputation is tarnished further by this tediously juvenile fantasy adventure,0
a mess of sentimental cliches,0
determinado a ressaltar a importncia da histria que est contando o filme mergulha em erros factuais maniquesmos e clichs transformando algo significativo em puro guacomacar,0
im not convinced that repeated assaults to the groin bee stings to the eyes raccoon pee in the mouth or skunk stink sprayed head to toe is the way to teach ecological balance,0
this pallid followup to s most frightening film plays like an auction for abandoned horrorflick props and icons,0
while the script starts promisingly it loses steam towards the middle and never really develops beyond attacking obvious target,0
despite the excellently creepy subject matter the tall man contains very little actual horror and ends up being quite a dud,0
upside down is a film built on binary elements lavishly and ambitiously executed yet with its laughably undercooked romantic core it remains foolishly stubborn towards anything more nuanced,0
well worth seeing but too alarming for the very young,1
doing away with the blaxploitation format in favour of an action romcom had me feeling a little let down but this is a light and undemanding watch you might enjoy,0
the main thing one takes away from this minute crash course in dumberthandumb humor is how amateurish and poorly produced the whole enterprise is,0
a straight ahead family film with a clear desire to please especially year olds it may outstay its welcome for their parents though,1
somewhere trey parker and matt stone are grinning that they got to the title orgazmo first,1
if you thought the first trolls movie was fine youll probably find this fine too it completely lives up to the watchable mediocrity of its predecessor,0
transformed into a hip hybrid liveactionanimated adventure peter and his pals find their scampering gets a bit strained as the silly slapstick gets a bit too sadistic,0
the dark faithdriven film doesnt resort to vilifying its characters the performances by goggins colman and englert are so natural that at times it feels like youre watching a documentary,1
drillbit taylor makes last summers very funny superbad look even better in retrospect,0
when the comedy revolution comes jason friedberg and aaron seltzer will be the first ones shot,0
in its pure misjudged ickiness badacting ropiness and its quirksy smirksy passiveaggressive tweeness this insidiously terrible film could hardly get any more skincrawling,0
aside from a few glimpses of emotion at the death of his daughter i never got any sense of feeling or personality from neil armstrong,0
even if dory doesnt quite measure up to its groundbreaking predecessor it still provides plenty of entertainment as well as some wonderful opportunities to discuss with children,1
wonderful attention is paid to detail including clothing furniture and highlystylized behavior what is missing is emotion,0
moments come close to realising the franchises muchgraspedat potential as timeless childrens entertainment,1
the problem with the film directed by frances rachid bouchareb from a script by joelle touma and marion doussot is that the men are mostly onedimensional louts,0
loaded with wit nifty little ideas and an extraordinary sense of design but its allure is of quite a particular nature much closer to that of ed wood than of burtons earlier and far more commercially successful works,1
dumb as dirt,0
detroit eventually becomes more of an exercise in authoritative sadism than social commentary less insightful about such evil than whoa do you believe they got away with this,1
even if jazz is not your thing hubers rich musical history of its preeminent label is something to sink into,1
even during pis bleakest moments lost at sea lees artistry gives us something at which to marvel,1
free fire packed with chaos and surprises though it is always makes a pulpy kind of sense while delivering barrages of meanspirited entertainment and a consistent critique of thoughtless mayhem,1
a private war struggles with a question colvin asked repeatedly what do you have to show to make people care about others suffering it suffers the same dilemma as the media itself numbing us with a message of helplessness,1
director kim farrant goes for a feeling thats as harsh unforgiving and wild as the land she lets the camera linger on and its the right idea when handling the potential melodrama of the material,1
while not wholly unrealistic it is so untenable as to put off all but the slightly sympathetic,0
the fourhour package makes an eerie supernatural tale spiced with substantial goodversusevil subtext and musings on the power of friendship,1
this will not be remembered as the finest hour for burtons neogoth sensibilities,0
more history lesson than compelling narrative free state of jones could be taught to future film students as an example of what can happen when honorable intentions outpace vision or execution,0
writerdirector lipsky has something to say about the impossibility of human beings to love each other but his language is that of an amateur playwright who does not know when he is only repeating cliches,0
there may be no young actress today better at embodying a blend of wounded innocence and stoic pride than sarah polley in the secret life of words she has a part worthy of her gifts,1
brian de palma has achieved a fresh level of perspective the psychological wounds of war as seen through the eyes of the damaged and eternally damned,1
ashley bells nuanced performance and a surprisingly pyrotechnic finale liven up a gloomy sequel,1
tries too hard to be hyper and not hard enough to be clever,0
there should be a phrase for the errors lord of war makes call them substance abuse,0
been there seen that,0
suffice it to say there is much to admire here but beware if you are at all squeamish,1
plays more like national lampoons seattle vacation than a sly comedydrama about undercover cops,0
loaded with concert footage interviews with friends and terrific photos this wellbalanced documentary directed by gund and daresha kyi celebrates the woman and the legend and if the stock archival material doesnt always fit few will mind,1
if you dont mind im off to the corner of my office to curl into a fetal position and rock slowly,1
redmayne and vikander are equally compelling treating their characters arduous attempts to transform themselves and also to reconfigure their ideas about each other and the future with graceful precision,1
wong has done this dynamic better in virtually all of his past work theres a pretty dullness here that shouldnt be confused for mastery,0
a relentlessly dour mopey character study with little to set it apart,0
although it might be awardworthy in some circles the bookshop is a strangely generic and frustratingly paced story that never comes alive,0
a powerful and haunting tale of love death and bluegrass a mournful song played on a broken instrument with striking visual accompaniment,1
by the numbers disney flick okay for kids but bland for adults,0
it lowers the stakes on murder and betrayal to the point where theyre about as riveting as a parking ticket,0
a camped up ripoff of the raiders of the lost ark and romancing the stone movies,0
his is teen comedy of startling sophistication with horribly funny bits as well a true original with sharp humour subtle detail and painfully realistic characters,1
appealingly insane with esoteric and professorial touches that all but guarantee it a healthy future as a cult film once heads stop spinning and all refunds are completed,1
my father my lord may seem deceptively slight on plot but its a superbly acted beautifully shot and emotionally devastating drama,1
it doesnt really have anything on its mind at all except finding creative ways to photograph arterial blood spraying from someones neck,0
the film is ultimately so vile that it might actually have the power to make filmmakers and audiences think again about how to portray and view violence in films,0
super jane fonda in wild west ride em cowgirls,1
anthony hopkins portrays sir john talbot benicio del toro is prodigal son lawrence thats a great deal of acting sinew for an oddly anemic outing,0
couched in reality and replete with great performances room is a well done topical film that succeeds by all measures and i do appreciate it greatly but i still dont like it,1
an exercise in relentless mediocrity,0
a terrifically entertaining comic book of a movie that mixes action and romance in ways that give it heft and heart,1
giroux mistakes long wordless scenes of characters gazing at each other for tenderness but he imaginatively uses gospel music as the forbidden food of love,1
if the humor gets a bit onejoke i wish molly shannons mother superior in particular had more to do the little hours is nonetheless a cohesive vision,1
a true groundbreaker and its also the best imax movie ever made,1
yes the d is immersive but theres nothing to be immersed in here but the blood bullets and globs of brainmatter flying around,0
the movie is far from being a failure but because it misses achieving the complete success promised earlier the disappointment is greater,0
not nearly as entertaining as it should be,1
its hard to appreciate san andreas as much more than a series of special effects vistas impeccably detailed completely plastic,0
kathryn bigelows k sinks to a watery grave,0
it is all sympathetic enough but low on vitality,0
scoobydoo knows when to take itself seriously and when to laugh at itself even if its audience isnt laughing along at every gag,1
despite the builtin engine of the long dumb road literally this is a road trip movie after all the films second half struggles to find anything resembling direction,0
between d and regular viewing the only way to see step up d is not to,0
not even channing tatums bare bum clearly a hail mary pass lobbed at the ladies in the theatre can distract from the turgidly sappy goings on in the vow,0
the best of the jaume colletserraliam neeson ventures though there is a pretty narrow range of quality between all of them,1
reynolds and corts deserve credit for their ambition and buried is a tense but enjoyable experience for anyone interested in the core buried alive concept,1
a fresh funny intricate whodunnit which deserves to be experienced by audiences that have no idea what theyre getting into,1
in the end im not sure that what you gonna do when the worlds on fire really says anything and thats ok sometimes the simple acts of looking and listening trump any attempts at eloquence,1
if you like quirky movies or if you are interested in the art of making movies i am sure you will like this film,1
eyefilling but curiously joyless entertainment,0
serves up soldiers spies politicians reporters and iraqi civilians who speak almost entirely in clichs,0
unlike sean penns into the wild which also explores the quiet radicalism of disappearing off the grid theres no big emotional swells here leave no trace is a more hushed contemplative movie,1
coscarelli has a loamy gift for drivein satisfaction,1
even the rain strikes a deep and resonant chord,1
contemptible awardsbait the holocaust deserves far more than this prim masterpiece theater treatment,0
the whole thing unwinds with the kind of maddening inscrutable logic that would only make sense in a nightmare,0
the recent death of the american romcom has been much remarked upon but it only takes one great film to zap it back into life the big sick just might be that film,1
people watching birds is a nice thing people watching a movie about people watching birds is sort of a snore,0
jupiter ascending blends astonishing special effects work with plotting that would barely pass muster in a bad saturday morning episode of flash gordon or mighty morphin power rangers,0
much of the films unsettling nature is comprised of sheer silence which is often the most dangerous element,1
the film ends up as shallow as the thankless love interest role frances mcdormand somehow agreed to play here,0
if you like to see people pushing themselves to the physical brink parts of the movie will absolutely hold your attention if only the plot was that compelling,0
while it might have made for a mildly diverting stage thriller the hugely successful deathtrap for instance was built on similarly absurd contrivances the endlessly talky holes and a smoking gun founders onscreen,0
this may be the first feature written and directed by aneesh chaganty a yearold bay area native and former google employee but the intricacy of his visual design is matched by a talent for oldfashioned suspense filmmaking,1
herzogs rigorous unvarnished approach carries considerable power and it affords a showcase for another remarkable performance from bale,1
much of dealin with idiots feels improvised which is okay when the actors are fully on their game but here perhaps the heat of the day and location or insufficiently precise direction have resulted in an awful lot of dead screen time,0
it suffers from an abundance of transparent acting simplistic plot twists and music that essentially screams these are important scenes to behold,0
they really try to entertain with split cameras a great narrators voice songs and a classic rainy night moment this is a great film about how you remember a relationship,1
the best an inconvenient sequel can offer is the formidable image of gore nearly refusing to stand down its inspiring but even the filmmakers have to know its not enough,1
i couldnt help but think if shyamalan wouldnt have had a better movie if hed stuck with former star willis,1
ayer keeps upping the ante to the point where finally you go okay now this stuff theyre doing is definitely unacceptable,1
the conclusion is so rushed it almost functions as parody but the biggest impression the movie leaves is that william kangaroo head baldwin makes lots of unintentionally goofy faces,0
as a formula movie it is a failure as an interesting and likeable piece of offbeat filmmaking its a very pleasant if modest success,1
a family adventure aimed squarely at children for kids its fine theyll probably enjoy all the color action and preposterous goingson,0
hilton has the meticulously manicured appeal of a lawn where every blade of grass has been individually cut and polished head coyly tilted hip outthrust she makes purring kitten predatory lioness moves not often seen outside of beer ads,0
adam wingards film is an incoherent mess of tones and styles confused character motives and murky narratives,0
this is one songanddance that should have stayed stuck in the jukebox,0
the most freudian comic strip movie in history this psychologistic epic favors dialogue over action relationships over rousing set pieces characterization over visuals,1
director kim farrants debut feature is beautifully shot and offers some powerful wellacted moments from a strong cast but its just relentlessly dreary,0
needs less sentiment and more charles napier but still rapidfire funny in nature,1
parker isnt called upon to do anything she hasnt done a million times before,0
is it too late to vote them off for once we dont have to tell you how bad a film is you knew before they made it,0
though it mostly summarizes available arguments instead of uncovering new facts its an accessible primer that could have some appeal at arthouses,1
what saves notebook or at least lifts it above itself are the hints of hardwon grit that both gosling and garner inject into their characters,1
an ofteninspired smart comedy for kids and a vintage seinfeld laugh for adults,1
the film becomes too preachy and obvious in its patriotic and dogooder intentions,0
baby boy is a movie that will act like a smack in the face to some audiences while others may simply laugh in recognition,1
inside the rain cant help but be a brave piece of filmmaking but you might not expect it to be as funny as it is and above all you may well be caught offguard by its frequent moments of visual beauty,1
when the final act descends into preachiness its nearly earned the indulgence,1
mrs hyde is a social commentary that packs a punch wrapped in a screwball comedy form highly recommended,1
with teenagers there will always come a time when innocence must be lost but levines film transfixes this moment with the sharpness of a razor,1
thank goodness this is a comedy first and foremost because otherwise poor albert would have wound up in a garbage bag by the end of the night,0
as a director george clooney has never been more self assured giving this political morality play the pacing of a gutwrenching thriller,1
a movie to ogle with wideeyed deference in between the times were furrowing our brows in puzzlement,0
a compelling period piece that flips the script on two nearmythical outlaws,1
theres a joyful tension that infuses every moment and makes this one of the most compelling memorable essential films of the year,1
disappointing production but always good to visit the old crew,0
unpleasant to view but ultimately satisfying,1
a failure of a lowbudget project if ever there was one,0
rather than an examination of what it means to discover a legacy of pain the reader serves merely for a while as a weirdly sexy depiction of statutory rape,0
jon favreau made a really good comic book adaptation out of the original iron man but like every director hes dependant on a good screenplay and this one relies on clichs and having taken on this mix of genres it actually isnt wild enough conceptually,0
an underrated gem that explores the longterm consequences of our everyday actions,1
theres no denying that coppola has style to spare and has truly blown the dust off ones traditional biopic expectations,1
pattinson stars in disturbing violent profane scifi tale,0
all the crafty scams its heroes cook up are pretty tame stuff,0
the nods to aguirre wrath of god and fitzcarraldo wont go unnoticed but the more obtuse touches that bear the stamp of executive producer david lynch may prove too eclectically eccentric,1
even if you dont know the band or the albums songs by heart you will enjoy seeing how both evolve and you will also learn a good deal about the state of the music business in the st century,1
often feels wellintentioned but rough around the edges mcdormand is tremendous as are harrelson and rockwell and their conviction helps the creakier elements land,1
a road movie which transcends its ultraquirky logline,1
ben affleck continues his hot streak as a director,1
holy rollers is based on true events but it lacks any spark of originality,0
while entertainingand you do get the angel explodoit does stretch its silliness factor just a bit much,0
stitches has all the makings of a perfect cult classic effortlessly blending comedically dark clown work by ross noble with grade a horror shenanigans you cant ignore that distinctively schlocky s feel,1
with myers feeling his oats as a comedy star waynes world turned out to be an irresistibly silly and masterfully marketed option for audiences bluray,1
as vital as the message is director larysa kondracki is making a movie with the conventions of the thriller genre occasionally stifling the storys inherent terror,1
everyone knows sandler can be grossly funny this movie proves he can be family friendly funny,1
some dreams should die a wimp rocket to nowhere,0
a definitive antiwar documentary which won an academy award in and has been restored for release in theaters,1
will stay with you for days a moving and truly beautiful film,1
if youre expecting bridesmaids style humor dont wiig and company are dull and clueless,0
im not gonna lie to you a lot of the movie is straightup stupid,0
the film has the perfect visual style for a chldlike tale of bangbang male heroics and toughlady glamour,1
its a strong and at times gripping offering from hollywoods cosiest alist filmmakerstar pairing,1
damned if those dual spoilsports the gladiatorial director ridley scott reteamed with his portly star russell crowe havent drained every drop of merriment right out of the myth,0
charming funny poignant and mouthwatering this is most wisely seen well fed beforehand or youll be drooling,1
even so its a great showcase for the actors and proof that thorny moral dilemmas arent confined to ones home country,1
i cant imagine wanting to see deep blue sea again but as a onetimeonly lowexpectation sundayafternoon diversion it kept me amused,1
walle is near the top of the list of films i call friendship killers,0
the white countess is never less than lovely to look at and sometimes much more,1
the closest thing to a crowdpleaser that soderbergh has put his name to in a great many years,1
after four jockthemed comedies in three years semipro his latest reiteration of growthstunted masculinity cant help but make you feel its time he benched the routine,0
the unspoken idea behind restrepo is that we cant just measure the effects of a war in terms of lives lost the lives remaining count too,1
megamind has some funny moments silly mispronunciations and comical sociopolitical references but it suffers from being the second animated movie this year to feature a dastardly villain for a hero,0
cant match its visual poetry with compelling drama,0
robert zemeckis makes a great old fashioned romantic spy movie that delivers a great pairing between brad pitt and marion cotillard,1
an epic about christian crusaders who happen to be liberal humanists willing to die for the sake of religious tolerance thats just weird,0
snoopy come home is the best of the series maybe it is because of its star the greatest beagle thespian there ever was maybe it is because this movie offers more of a unified story,1
son of saul is a sober cinematic aidemmoire that lives and breathes with the testimony of a thousand others,1
not so much a bad movie as a dispiritingly unnecessary one especially by a oncegreat director youth without youth ultimately boils down to a long autumn stroll around the block to a place everyone winds up at some time or another,0
twists and turns are fine and all but when your film doesnt really have a presence to be fearedthis is the epitome of hollywood watereddown action,0
patriots day takes us behind the scenes of the week that followed the boston bombing in april,1
even with one story line and time frame too many the movie conjures a mean faustian bargain and leaves a classic dramatic question hanging in its air what would you do if faced with similar circumstances,1
a sly sense of humor helps alleviate the tedium of the th goround,0
seldom have two people talking packed such a punch,1
the new downton abbey movie is an astonishingly effective piece of work one that hits all the notes that made the tv show so successful and then adds a couple of new ones,1
i cant think of a crime drama with a story that can match that can match the headlong intricacy of the big sleep,1
full review at movies for the masses,1
to its credit rocky balboa gets the complexity of the image and all it might mean for viewers and imitators,1
will probably not find much of an audience but those who do seek it out will find a wellperformed piece of work and an easily likable film that wont rock your world but never sets out to do so,1
a fun and exciting monster flick and one i suggest you watch,1
conde knows that being in new york has given him the opportunity to make a life but govenars slow pace doesnt quite do the story justice,0
until being young and gay is a nonissue for everyone everywhere these kinds of stories will always have their place,1
we dont find out why glass did what he did but maybe the why isnt as important as the how shattered glass is asking us to stay on our toes,1
fails both as an update of f scott fitzgeralds dissection of american aspirations and class barriers and on its own boorish terms,0
what starts out as a freak show ends up a poignant tale of tragedy redemption and the boon of taxidermy,1
lazenby makes the mistake of trying to imitate connery rather than giving his own interpretation to the role and as we all know imitations just make us yearn for the genuine article,0
it is mostly tongueincheek,1
the complexity though is reduced by caricaturing the armitage family and their guests as unfeeling monsters,0
there are some clunky moments in there and some of the humour doesnt quite hit the mark but its easy to forgive when the heart of the piece is so adeptly handled by the actors,1
a particularly painful scene featuring a loud scratchy quill on loud scratchy parchment made my hair and teeth feel very very loose i think thats what jlg wanted though,1
the veteran troupe of performers have fun sharing some tongueincheek asides and there are a few laughs but its not much of a movie,0
the film avoids most of its genres pratfalls though it also shows little interest in transcending them,0
watching transformers revenge of the fallen is like going to one of those chain allyoucaneat buffet restaurants the potatoes may be overbaked the green beans limp and the beef lukewarm but no way are you walking out of there hungry,0
here is an oldfashioned costume drama with sumptuous sets stirring music and beguiling landscapes,1
its also one of the funniest ruminations on american values as the car showroom becomes a warped microcosm of society,1
the action is generally wellstaged although watching teenagers building car bombs and cracking jokes about call of duty feels like something to be endured rather than enjoyed,0
the setup is primed for rich psychological thrills and cam byandlarge delivers following a commanding performance from brewer,1
this is every bit as disastrous as that other junglebased comedy when peter met katie on im a celebrity,0
this film is full of great actors but not enough people,0
once years establishes its archetypal characters you can predict exactly whats going to happen to all of them,0
kevin hart and tiffany haddish fail to get the laughs in overthetop comedy that makes road runner look subtle by comparison,0
for a bikini action movie its not much its a rental that youll probably fast forward through,0
a greatlooking film with beautiful scenery and some fine actors but it lacks a good third act,0
offers many pleasures not least some ravishing music,1
this is a solid if at times too conventional tale of a classic moral conflict,1
the term based on the best selling novel is starting to become a plague that we cant outrun,0
its a layered and very unique satire on americas consumption of the world,1
it works as a sstyle buddycop movie a love letter to that style i was eating it up on that level as well,1
while it catches something of the romantic zeitgeist of this time much in the way the big chill did in the early s i suspect this wont have the same stamina,1
spectacular action and a cool new bond but the film goes long and an important romance isnt quite sold nor is the plot terribly solid,0
the characters of the big ugly get some appreciated room to breathe but ultimately theyre suffocated by an obvious and far less nuanced plot,0
in from here to eternity you can glimpse an uneasier future for america with the social wreckage and the pretending,1
yes kids should embrace individuality and yes they should think for themselves but this thinly veiled metaphor can be rough going sometimes and the humorless dumb script asks way too much of its cast,0
smart breezy spy action with an ofthemoment vibe that takes it postpost and into the wikileaks era of global politics,1
the final match is an absolute nailbiter reminding tennis fans how electric this sport can be,1
gives new meaning the the complaint she just lies there like a corpse,1
slender man takes the mythos and basically tries to combine its virality and urban legend aspects into a knockoff of the ring and candyman emphasis on knockoff,0
and boy howdy does that dialogue howl like a basset hound pup whos just been yanked from his momma,1
oversold as a story suitable only for the big screen and lacking a raisedstakes mindset its still a moderately funny magnification of whats made the show tick and tickle for years plus it proves illinois is home to the one true springfield,1
even if edgar rice burroughs volume series is adapted by its three screenwriters into a nonsensical mess then it should at least be a visual feast right hardly,0
a sometimes average film elevated above and beyond by its leads,1
what at first seemed like very separate experiences begin to merge all the restaurateurs want to feed people and make them happy and each puts a little of themselves into the effort,1
